9/16/2016 14:40:43	 # For reference only.  This entire column is a COMMENT!	/mods/extension/dg_importIndex	/mods/identifier[@type='local']	/mods/subject/cartographics/coordinates	/mods/titleInfo/title	/mods/titleInfo[@type='alternative']/title	/mods/name[1]/namePart	/mods/originInfo/dateCreated	/mods/originInfo/dateIssued	/mods/abstract	/mods/note	/mods/subject[@authority='lcsh']/topic	/mods/subject/topic	# ignored	/mods/classification[@authority='local']	/mods/location/shelfLocator	/mods/physicalDescrption/note	/mods/note[@type='reproduction info']		/mods/note[@type='provenance']	# replaced in constants	/mods/originInfo/publisher	OBJ	/mods/genre	/mods/originInfo/dateCaptured		/mods/extension/note[1][@displayLabel='Recorded By']	/mods/extension/note[2][@displayLabel='Modified By']
# grinnell:13517	 grinnell:13517	250	ms107_gricol145	41.750036,-92.720933	Men's dormitories, Grinnell College, Grinnell, Iowa	north campus loggia|men's dormitories|		1943	1943?	Looking northwest. 1943 postmark. Number F-33.|	Real photo, divided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Dormitories|Loggias|Grinnell College		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol145	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-14	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	E.C. Kropp Co. (Milwaukee, Wis.)|	lib_isc_powgricol145-sc.jpg	Postcards	2007-05-30	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13363	 grinnell:13363	96	ms107_gricol146	41.750633,-92.722429	Men's dormitory, [Grinnell College], Grinnell, Iowa	men's dormitories|		1935	1925-1935	Looking southeast from Park Street. Number 831.|	Real photo, divided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Dormitories|Grinnell College|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol146	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-14	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Co-Mo Photo Co. (Mason City, Iowa)|	lib_isc_powgricol146-sc.jpg	Postcards	2007-05-30	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13707	 grinnell:13707	440	ms107_gricol147	41.750633,-92.722429	Men's dormitory, [Grinnell College], Grinnell, Iowa	men's dormitories|		1935	1925-1935	Looking southeast. Number 4508.|	Real photo, undivided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Dormitories|Grinnell College|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol147	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-14	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	DOPS|	lib_isc_powgricol147-sc.jpg	Postcards	2007-05-30	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13706	 grinnell:13706	439	ms107_gricol148	41.750633,-92.722429	Men's dorm[itory, Grinnell College], Grinnell, Iowa	men's dormitories|		1930	1920-1930	Looking northeast with delivery truck parked in front. Number 9507.|	Real photo, divided back with KRUXO logo.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Dormitories|Vehicles|Grinnell College		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol148	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-14	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	KRUXO|	lib_isc_powgricol148-sc.jpg	Postcards	2007-05-30	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13516	 grinnell:13516	249	ms107_gricol149	41.750036,-92.720933	Men's dormitories, Grinnell College, Grinnell, Iowa	north campus loggia|men's dormitory|		1945	1945?	Looking northeast. 1945 is handwritten in correspondence. Number F-32.|	Real photo, divided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Dormitories|Loggias|Grinnell College		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol149	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-14	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	L.L. Cook Co. (Milwaukee, Wis.)|	lib_isc_powgricol149-sc.jpg	Postcards	2007-05-30	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13523	 grinnell:13523	256	ms107_gricol150	41.750496,-92.722891	Men's dormitory, [Grinnell College], Grinnell, Iowa	Gates Hall|men's dormitories|		1927	1927?	Looking east from Ninth Avenue. 1927 postmark. Number 834.|	Real photo, divided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Dormitories|Grinnell College|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol150	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-14	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricol150-sc.jpg	Postcards	2007-05-30	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13324	 grinnell:13324	51	ms107_gricol151	41.750036,-92.720933	Men's hall, from the southeast, Grinnell College, Grinnell, Iowa	north campus loggia|men's dormitory|men's dormitories|		1940	1930-1940	Looking northeast.|	Real photo reprint, divided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Dormitories|Loggias|Grinnell College		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol151	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-14	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Albertype Co. (Brooklyn, N.Y.)|	lib_isc_powgricol151-sc.jpg	Postcards	2007-05-30	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13522	 grinnell:13522	255	ms107_gricol152	41.750633,-92.722429	Men's dormitory, Grinnell College, Grinnell, Iowa	Gates Hall|men's dormitories|		1940	1930-1940	Looking east from Park Street. Number B-149.|	Real photo, undivided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Dormitories|Grinnell College|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol152	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-14	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	E.C. Kropp Co. (Milwaukee, Wis.)|	lib_isc_powgricol152-sc.jpg	Postcards	2007-05-30	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13524	 grinnell:13524	257	ms107_gricol153	41.750633,-92.722429	Men's dormitories, Grinnell College, Grinnell, Iowa	Gates Hall|men's dormitory|		1950	1940-1950	Looking northeast from Park Street. Number 22416. Series 14.|	Real photo reprint, divided back. Made in U.S.A.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Dormitories|Grinnell College|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol153	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-15	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	E.C. Kropp Co. (Milwaukee, Wis.)|	lib_isc_powgricol153-sc.jpg	Postcards	2007-05-30	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14453	 grinnell:14453	1185	ms107_gricol155	41.751769,-92.721866	East Norris Hall, men's residence, Grinnell College, Grinnell, Iowa	|	Roberts, Mike (Berkeley, Calif.)	1970	1960-1970	Looking southwest from Tenth Avenue. Norris Hall was constructed in 1960. Number C12272.|	Color lithograph print, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & About Grinnell College, campus map, ARH (http://www.grinnell.edu/aboutinfo/map/)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Dormitories|Grinnell College|		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol155	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-15	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Es-N-Len Photos (Aurora, Ill.)|	lib_isc_powgricol155-sc.jpg	Postcards	2007-05-30	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14002	 grinnell:14002	735	ms107_gricol156	41.75408,-92.722317	President's house, Grinnell College, Grinnell, Iowa	|	Roberts, Mike (Berkeley, Calif.)	1970	1960-1970	Looking northwest. The president's house on 1600 Park Street was built in 1961. Number C13315.|	Color lithograph print, divided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Residential facilities|Houses|Grinnell College|	1600 Park Street, Grinnell, Poweshiek County, Iowa	Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol156	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-15	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Es-N-Len Photos (Aurora, Ill.)|	lib_isc_powgricol156-sc.jpg	Postcards	2007-05-30	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14001	 grinnell:14001	734	ms107_gricol157	41.746738,-92.718039	Quad Dining Room, Grinnell College, Grinnell, Iowa	|	Child (Grinnell, Iowa)	1945	1935-1945	Looking south. Quad Dining Hall was built in 1915.|	Real photo, undivided back.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Dining rooms|Interiors|Rooms & spaces		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol157	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-14	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	AZO|	lib_isc_powgricol157-sc.jpg	Postcards	2007-05-30	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13597	 grinnell:13597	330	ms107_gricol158	41.746951,-92.71788	Quadrangle of Grinnell College, Grinnell, Iowa	Women's quadrangle|		1928	1928	Looking north from Sixth Avenue. The Women's Quadrangle was built in 1915, with a combined cost of about $1 million for the quadrangle, and the men's halls in 1916-17. Number 122413.|	C.T. photo-finish print, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & About Grinnell College, campus map, ARH (http://www.grinnell.edu/aboutinfo/map/)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Dormitories|Women|Grinnell College		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol158	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-14	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Curteich & Co., Inc. (Chicago ,Ill.)|	lib_isc_powgricol158-sc.jpg	Postcards	2007-06-01	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13563	 grinnell:13563	296	ms107_gricol159	41.747287,-92.722064	Christian Associations Building, Iowa College, [Grinnell, Iowa]	Grinnell College|Steiner Hall|		1920	1910-1920	Looking east. Steiner Hall (Associations Building) was constructed in 1906, costing approximately $10,000. Originally intended to house the Y.M.C.A. and Y.W.C.A. programs, it later housed offices, seminar rooms and classrooms.|	Real photo inlay, undivided back.|Thesaurus for graphic materials I: subject terms (TGMI) & History of college buildings, Grinnell College Special Collections (http://www.lib.grinnell.edu/collections/specialcollections/VirtualExhibits/BuildHistIndex.html)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Youth organizations|Grinnell College|Iowa College (Grinnell)		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol159	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-15	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricol159-sc.jpg	Postcards	2007-06-01	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13562	 grinnell:13562	295	ms107_gricol161	41.747287,-92.722064	Christian Associations Building, Iowa College, [Grinnell, Iowa]	Grinnell College|Steiner Hall|		1920	1910-1920	Looking northeast. Steiner Hall (Associations Building) was constructed in 1906, costing approximately $10,000. Originally intended to house the Y.M.C.A. and Y.W.C.A. programs, it later housed offices, seminar rooms and classrooms.|	Real photo reprint, undivided back.|Thesaurus for graphic materials I: subject terms (TGMI) & History of college buildings, Grinnell College Special Collections (http://www.lib.grinnell.edu/collections/specialcollections/VirtualExhibits/BuildHistIndex.html)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Youth organizations|Grinnell College|Iowa College (Grinnell)		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol161	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-15	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricol161-sc.jpg	Postcards	2007-06-01	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:14452	 grinnell:14452	1184	ms107_gricol162	41.747508,-92.718261	Cottages of the Women's Quadrangle, Grinnell College, Grinnell, Iowa	|		1915	1905-1915	Looking southeast. The Women's Quadrangle was built in 1915, with a combined cost of about $1 million for the quadrangle, and the men's halls in 1916-17.|	Real photo reprint, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & About Grinnell College, campus map, ARH (http://www.grinnell.edu/aboutinfo/map/)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Dormitories|Women|Grinnell College		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol162	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-15	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Grinnell College, Published by (Grinnell, Iowa)|Albertype Co. (Brooklyn, N.Y.)	lib_isc_powgricol162-sc.jpg	Postcards	2007-06-01	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13596	 grinnell:13596	329	ms107_gricol163	41.747508,-92.718261	Section of women's dormitories, Grinnell College, [Grinnell, Iowa]	Women's quadrangle|	Child (Grinnell, Iowa)	1945	1935-1945	Looking east at the south campus loggia. The Women's Quadrangle was built in 1915, with a combined cost of about $1 million for the quadrangle, and the men's halls in 1916-17.|	Real photo, undivided back.|Thesaurus for graphic materials I: subject terms (TGMI) & About Grinnell College, campus map, ARH (http://www.grinnell.edu/aboutinfo/map/)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Dormitories|Women|Grinnell College		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol163	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-14	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	AZO|	lib_isc_powgricol163-sc.jpg	Postcards	2007-06-01	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13595	 grinnell:13595	328	ms107_gricol165	41.746691,-92.718009	Women's dormitory, Grinnell College, Grinnell, Iowa	Women's quadrangle|		1950	1940-1950	Looking northwest from corner of Sixth Avenue and East Street. The Women's Quadrangle was built in 1915, with a combined cost of about $1 million for the quadrangle, and the men's halls in 1916-17. Number 21737N.|	Linen, real photo reprint, divided back. Made in U.S.A.|Thesaurus for graphic materials I: subject terms (TGMI) & About Grinnell College, campus map, ARH (http://www.grinnell.edu/aboutinfo/map/)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Dormitories|Women|Grinnell College		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol165	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-14	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	E.C. Kropp Co. (Milwaukee, Wis.)|	lib_isc_powgricol165-sc.jpg	Postcards	2007-06-01	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13514	 grinnell:13514	247	ms107_gricol166	41.746691,-92.718009	Women's quadrangle and dining room, Grinnell College, Grinnell, Iowa	Quad Dining Hall|Main Hall|		1950	1940-1950	Looking northwest from Sixth Avenue. The Women's Quadrangle was built in 1915, with a combined cost of about $1 million for the quadrangle, and the men's halls in 1916-17. Number B-86.|	Real photo, undivided back.|Thesaurus for graphic materials I: subject terms (TGMI) & About Grinnell College, campus map, ARH (http://www.grinnell.edu/aboutinfo/map/)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Dormitories|Women|Grinnell College		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol166	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-14	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	E.C. Kropp Co. (Milwaukee, Wis.)|	lib_isc_powgricol166-sc.jpg	Postcards	2007-06-01	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13331	 grinnell:13331	58	ms107_gricol167	41.746691,-92.718009	Ladies dormitory, Grinnell College, Grinnell, Iowa	Women's quadrangle|Quad Dining Hall|Main Hall|		1917	1917?	Looking northwest. The Women's Quadrangle was built in 1915, with a combined cost of about $1 million for the quadrangle, and the men's halls in 1916-17. 1917 postmark. Number 46771.|	Commercialchrome print, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & About Grinnell College, campus map, ARH (http://www.grinnell.edu/aboutinfo/map/)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Dormitories|Women|Grinnell College		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol167	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-14	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricol167-sc.jpg	Postcards	2007-06-01	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13329	 grinnell:13329	56	ms107_gricol169	41.746719,-92.718551	Quadrangle, [Grinnell College], Grinnell, Iowa	Women's quadrangle|Mears Cottage|Main Hall|		1930	1920-1930	Looking northeast. The Women's Quadrangle was built in 1915, with a combined cost of about $1 million for the quadrangle, and the men's halls in 1916-17. Number 734.|	Real photo, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & About Grinnell College, campus map, ARH (http://www.grinnell.edu/aboutinfo/map/)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Dormitories|Women|Grinnell College		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol169	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-14	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricol169-sc.jpg	Postcards	2007-06-01	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13725	 grinnell:13725	458	ms107_gricol170	41.746719,-92.718551	Women's quadrangle (1888 to 1948), Main Hall, Grinnell College, Grinnell, Iowa	Main Hall|	Roberts, Mike (Berkeley, Calif.)	1970	1960-1970	Looking northeast. The Women's Quadrangle was built in 1915, with a combined cost of about $1 million for the quadrangle, and the men's halls in 1916-17. Number C12271.|	Color lithograph print, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & About Grinnell College, campus map, ARH (http://www.grinnell.edu/aboutinfo/map/)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Dormitories|Women|Grinnell College		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol170	1 postcard, color, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-14	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	Es-N-Len Photos (Aurora, Ill.)|	lib_isc_powgricol170-sc.jpg	Postcards	2007-06-01	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13330	 grinnell:13330	57	ms107_gricol172	41.746691,-92.718009	Women's dormitory, Grinnell College, Grinnell, Iowa	Women's quadrangle|Quad Dining Hall|Main Hall|		1930	1920-1930	Looking northwest. The Women's Quadrangle was built in 1915, with a combined cost of about $1 million for the quadrangle, and the men's halls in 1916-17. Number 641.|	Real photo, undivided back.|Thesaurus for graphic materials I: subject terms (TGMI) & About Grinnell College, campus map, ARH (http://www.grinnell.edu/aboutinfo/map/)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Dormitories|Women|Grinnell College		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol172	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-14	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricol172-sc.jpg	Postcards	2007-06-01	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13594	 grinnell:13594	327	ms107_gricol173	41.746719,-92.718551	Woman's [sic] quadrangle and Mears Cottage, Grinnell College, Grinnell, Iowa	Women's quadrangle|		1948	1948?	Looking north from Sixth Avenue. The Women's Quadrangle was built in 1915, with a combined cost of about $1 million for the quadrangle, and the men's halls in 1916-17. 1948 postmark. Number B-85.|	Real photo, divided back.|Thesaurus for graphic materials I: subject terms (TGMI) & About Grinnell College, campus map, ARH (http://www.grinnell.edu/aboutinfo/map/)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Dormitories|Women|Grinnell College		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol173	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-14	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	L.L. Cook Co. (Milwaukee, Wis.)|	lib_isc_powgricol173-sc.jpg	Postcards	2007-06-01	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13593	 grinnell:13593	326	ms107_gricol176	41.746719,-92.718551	Women's dormitories, Grinnell College, [Grinnell, Iowa]	Women's quadrangle|	Child (Grinnell, Iowa)	1945	1935-1945	Looking southeast. The Women's Quadrangle was built in 1915, with a combined cost of about $1 million for the quadrangle, and the men's halls in 1916-17. Number 8.|	Real photo, undivided back.|Thesaurus for graphic materials I: subject terms (TGMI) & About Grinnell College, campus map, ARH (http://www.grinnell.edu/aboutinfo/map/)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Dormitories|Women|Grinnell College		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol176	1 postcard, b&w, 9 x 14 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-14	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	AZO|	lib_isc_powgricol176-sc.jpg	Postcards	2007-06-01	2016-08-31	Sharon Clayton	Sharon Clayton
# grinnell:13318	 grinnell:13318	45	ms107_gricol178	41.746811,-92.720316	Blair Hall, Men's Gym and Alumni Hall, [Iowa College, Grinnell, Iowa]	Grinnell College|men's gymnasium|music building|		1920	1900-1920	Looking northeast. Title supplied by cataloger.|	Real photo.|Thesaurus for graphic materials I: subject terms (TGMI)	Poweshiek County (Iowa)|Grinnell (Iowa)|Universities & colleges|Educational facilities|Lecture halls|Grinnell College|Iowa College (Grinnell)		Reproduction not available	MS 107, http://www.lib.grinnell.edu/collections/specialcollections/Manuscripts/findingaids/SheetsMss.html	MS 107, isc_powgricol178	1 photograph, b&w, 9 x 13 cm.	Scanned with HP Scanjet 4670 at 600 ppi. Archival master image available in tiff format.	2006-09-15	Purchased from Ivan Sheets	http://pdid.grinnell.edu/collectioninfo.aspx	|	lib_isc_powgricol178-sc.jpg	Photographs	2007-06-01	2016-08-31	Sharon Clayton	Sharon Clayton
